No,Brand,Company,Country of Origin,Market Size,B2B,B2C,Pricing,Ballpoint,Calligraphy,Gel pen,Marker,Fountain pen,Fineliner,Other,Customer,
181,Pelikan,Pelikan Holding AG,Germany,4,1,1,5,1,1,0,0,1,0,Inks,3,,,,,,,,,,,,,,,,,,
182,Jinhao,Shanghai Qiangu Stationery Company Ltd.,China,3,0,1,2,0,0,0,0,1,0,None,2,,,,,,,,,,,,,,,,,,
183,Baoer,Baoer Pen Company,China,2,0,1,2,0,1,0,0,1,0,None,2,,,,,,,,,,,,,,,,,,
184,OHTO,OHTO,Japan,2,1,1,3,1,0,1,0,1,1,Office suppliers,3,,,,,,,,,,,,,,,,,,
185,Franklin Covey,AT Cross Ltd,USA,2,1,1,3,1,0,0,0,1,0,Planners,3,,,,,,,,,,,,,,,,,,
186,Maped,Maped Helix USA,France,4,1,1,1,1,0,1,1,0,0,Schools supplies,1,,,,,,,,,,,,,,,,,,
187,Schneider,Schneider Schreibger�te GmbH,Germany,4,1,1,2,1,0,1,1,1,1,office supplies,2,,,,,,,,,,,,,,,,,,
188,Inoxcrom,Inoxcrom,Spain,2,1,1,2,1,0,1,0,1,0,None,2,,,,,,,,,,,,,,,,,,
189,TWSBI,TaShin Precision,Taiwan,1,0,1,4,0,0,0,0,1,0,None,3,,,,,,,,,,,,,,,,,,
190,Kaweco,KaWeCo - Federhalter-Fabrik Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Wality / Airmail,Armail Pen Co.,India,2,0,1,2,0,0,0,0,1,0,None,2,,,,,,,,,,,,,,,,,,
192,Beena,Beena Pens,India,2,1,1,1,1,0,1,0,0,0,None,1,,,,,,,,,,,,,,,,,,
193,Submarine Pens,Submarine Pens,India,2,1,1,1,1,0,1,0,0,0,None,1,,,,,,,,,,,,,,,,,,
194,Hauser  ,HAUSER GERMANY,Germany,3,1,1,2,1,0,1,0,0,0,None,2,,,,,,,,,,,,,,,,,,
195,V'sign,Beena Pens,India,2,1,1,1,1,0,0,0,1,0,Stationary,1,,,,,,,,,,,,,,,,,,
196,Bic,Soci�t� Bic S.A.,France,5,1,1,1,1,1,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,
197,Apsara,Hindustan Pencils Pvt. Ltd.,India,3,1,1,1,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
198,Saraswati ,M/s. Mangal Sain Trilok Chand Jain Pvt. Ltd.,India,2,1,1,1,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
199,Faber Castell,Faber-Castell Aktiengesellschaft,Germany,5,1,1,2,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,
200,Lotus pens ,Lotus writing instruments,India ,1,0,1,7,0,0,0,0,1,0,None,4,,,,,,,,,,,,,,,,,,
201,Baoer,Shanghai QianGu,China,2,1,1,1,1,0,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,
202,Duke (Golden Crown),Shanghai G Crown,China,3,1,1,4,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,
203,Hero,Shanghai Hero,China,4,1,1,3,1,0,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,
204,Jinhao (Shanghai Qian Gu Stationary Co Ltd ),Shanghai QianGu,China,4,1,1,3,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,
205,Picasso,Shanghai Picasso,China,3,1,1,4,0,0,0,0,1,0,0,4,,,,,,,,,,,,,,,,,,
206,Wing Sung,Shanghai Wing Sung,China,4,1,1,1,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,
207,Lanbitou,Lanbitou,China,2,1,1,2,1,0,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,
208,Kaigelu,Kaigelu,China,2,1,1,4,0,0,0,0,1,0,0,4,,,,,,,,,,,,,,,,,,
209,PenBBS,PenBBS,China,2,1,1,3,0,0,0,0,1,0,1,5,,,,,,,,,,,,,,,,,,
210,Moonman,Moonman,China,3,1,1,3,0,0,1,0,1,0,1,2,,,,,,,,,,,,,,,,,,
211,Majohn,Majohn,China,2,1,1,3,0,0,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,
212,Delike,Delike,China,2,1,1,3,0,1,0,0,1,1,0,4,,,,,,,,,,,,,,,,,,
213,Laban,Laban,Taiwan,3,1,1,6,1,0,0,0,1,0,0,4,,,,,,,,,,,,,,,,,,
214,Yiren,Yiren,China,2,1,1,2,1,0,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,
215,Bookworm,Bookworm,China,1,1,1,1,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,
216,Deli,Deli,China,5,1,1,2,1,0,1,1,0,1,1,3,,,,,,,,,,,,,,,,,,
217,Beifa,Beifa,China,5,1,1,2,1,0,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,
218,Baoke,Baoke,China,4,1,1,2,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,
219,Snowhite,Qingdao Changlong Stationery Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,M&G,Shanghai M&G Stationery Inc.,China,5,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,
221,TrueColor Stationery,Guangdong Truecolor Stationery Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Platignum,Snopake Brands,China,5,1,1,2,1,0,1,0,0,0,1,2,,,,,,,,,,,,,,,,,,
223,Paili,Nanchang Paili Pen Industry Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Hongdian,Zhejiang Lishui Lantian Pen Industrial Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,BIC,BIC Corporate,France,5,1,1,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
226,Waterman,Newell Brands,United States,5,1,1,6,1,0,0,0,1,0,1,7,,,,,,,,,,,,,,,,,,
227,S.T Dupont,Diskson Consepts,France,5,1,1,8,1,1,0,0,1,0,1,8,,,,,,,,,,,,,,,,,,
228,Cartier,Richemont SA,France,5,1,1,8,1,0,0,0,1,0,0,7,,,,,,,,,,,,,,,,,,
229,Louis Vuitton,LVMH ,France,1,0,1,9,1,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,
230,Yves Saint Laurent,Gucci,France,1,0,1,9,1,0,0,0,1,0,0,9,,,,,,,,,,,,,,,,,,
231,Maped ,Maped SAS,France,5,1,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,
232,Chopard,Le Petit-Fils de L.-U. Chopard & Cie S.A.,France,5,1,1,8,1,0,0,0,1,0,0,7,,,,,,,,,,,,,,,,,,
233,Jean Pierre L�pine,Jean Pierre L�pine,France,1,0,1,6,1,0,1,1,1,0,0,9,,,,,,,,,,,,,,,,,,
234,Michel Perchin,Michel Perchin,France,1,0,1,10,0,0,1,0,1,0,0,9,,,,,,,,,,,,,,,,,,
235,Mora Stylos,Mora Stylos,France,1,0,1,9,0,0,0,0,1,0,0,9,,,,,,,,,,,,,,,,,,
236,Fred Faggionato,Fred Faggionato,France,1,0,1,7,0,0,0,0,1,0,0,9,,,,,,,,,,,,,,,,,,
237,Louis Codan,Louis Codan,France,1,0,1,4,1,0,0,0,1,0,1,3,,,,,,,,,,,,,,,,,,
238,La Plume d�Or,La Plume d�Or,France,1,0,1,8,0,0,0,0,1,0,0,9,,,,,,,,,,,,,,,,,,
239,Balmain,Mayhoola For Investments LLC,France,1,1,1,3,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
240,Bayard,Bayard,France,1,0,1,4,1,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,
241,Estie Core,Esterbrook,United States,5,1,1,6,1,0,0,0,1,0,"Fountain, rollerballs, ballpoints",3,,,,,,,,,,,,,,,,,,
242,Estie Oversize,Esterbrook,United States,5,1,1,7,0,0,0,0,1,0,Oversized fountain pens,4,,,,,,,,,,,,,,,,,,
243,Estie Seasonal,Esterbrook,United States,5,1,1,8,0,0,0,0,1,0,Limited edition fountain pens,5,,,,,,,,,,,,,,,,,,
244,JR Pocket Pen,Esterbrook,United States,5,1,1,6,0,0,0,0,1,0,Compact fountain pens,3,,,,,,,,,,,,,,,,,,
245,Model J,Esterbrook,United States,5,1,1,7,0,0,0,0,1,0,Fountain,4,,,,,,,,,,,,,,,,,,
246,Camden,Esterbrook,United States,5,1,1,7,0,0,0,0,1,0,Fountain,4,,,,,,,,,,,,,,,,,,
247,Phaeton,Esterbrook,United States,5,1,1,5,0,0,0,0,1,0,Fountain,2,,,,,,,,,,,,,,,,,,
248,ATX,Cross,United States,5,1,1,6,1,0,0,0,1,0,"Fountain, ballpoint, roller",3.4,,,,,,,,,,,,,,,,,,
249,Bailey,Cross,United States,5,1,1,5,1,0,0,0,1,0,"Fountain, ballpoint, roller",3,,,,,,,,,,,,,,,,,,
250,Bailey Light,Cross,United States,5,1,1,3.4,1,0,0,0,1,0,"Fountain, ballpoint, roller",2.3,,,,,,,,,,,,,,,,,,
251,Calais,Cross,United States,5,1,1,5,1,0,0,0,1,0,"Fountain, ballpoint, roller",3,,,,,,,,,,,,,,,,,,
252,Century II,Cross,United States,5,1,1,6.7,1,0,0,0,0,0,"Ballpoint, roller",4,,,,,,,,,,,,,,,,,,
253,Classic Century,Cross,United States,5,1,1,"5,6,7",1,0,0,0,0,0,"Ballpoint, roller, other",3.4,,,,,,,,,,,,,,,,,,
254,Click,Cross,United States,5,1,1,4,1,0,0,0,0,0,"Ballpoint, roller, other",2,,,,,,,,,,,,,,,,,,
255,Coventry,Cross,United States,5,1,1,"4,5,6",1,0,0,0,1,0,"Fountain, ballpoint, roller, other",2.3,,,,,,,,,,,,,,,,,,
256,Edge,Cross,United States,5,1,1,5,1,0,0,0,1,0,"Fountain, ballpoint, roller",3,,,,,,,,,,,,,,,,,,
257,Tech Series,Cross,United States,5,1,1,"4,5,6",1,0,0,0,0,0,"Ballpoint, other",2.3,,,,,,,,,,,,,,,,,,
258,Townsend,Cross,United States,5,1,1,"5,6,7",1,0,0,0,1,0,"Fountain, ballpoint, roller",3.4,,,,,,,,,,,,,,,,,,
259,Wanderlust,Cross,United States,5,1,1,6,1,0,0,0,1,0,"Fountain, ballpoint, roller",3,,,,,,,,,,,,,,,,,,
260,ICON ,Sheaffer Pen Corporation,United States,5,1,1,6,1,1,0,0,1,0,"Fountain, Rollerball","1,3,4",,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Sheaffer Pen Corporation,William Pen Company,United States,5,1,1,4,0,0,0,0,1,0,fountain,3,,,,,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Sheaffer Pen Corporation,William Pen Company,United States,5,1,1,3,0,0,0,0,1,0,fountain,1.2,,,,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Sheaffer Pen Corporation,William Pen Company,United States,5,1,1,5,0,0,0,0,1,0,fountain,3.4,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Sheaffer Pen Corporation,William Pen Company,United States,5,1,1,2,0,1,0,0,1,0,fountain,1,,,,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Sheaffer Pen Corporation,William Pen Company,United States,5,1,1,4,1,0,0,0,0,0,ballpoint,3,,,,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Sheaffer Pen Corporation,William Pen Company,United States,5,1,1,5,1,0,0,0,0,0,Rollerball,3.4,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Sheaffer Pen Corporation,William Pen Company,United States,5,1,1,3,1,0,0,0,0,0,Rollerball,1.2,,,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Sheaffer Pen Corporation,William Pen Company,United States,5,1,1,5,1,0,0,0,1,0,"fountain, rollerball",3,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Retro 51,"Retro 1951, Inc",United States,4,1,1,4,1,0,0,0,0,0,Rollerball,3,,,,,,,,,,,,,,,,,,
300,Retro 51,"Retro 1951, Inc",United States,4,1,1,5,0,0,0,0,1,0,fountain,4,,,,,,,,,,,,,,,,,,
301,Retro 51,"Retro 1951, Inc",United States,4,1,1,4,1,0,0,0,0,0,ballpoint,3,,,,,,,,,,,,,,,,,,
302,Retro 51,"Retro 1951, Inc",United States,4,1,1,4.5,1,0,0,0,0,0,Rollerball,3.4,,,,,,,,,,,,,,,,,,
303,Retro 51,"Retro 1951, Inc",United States,4,1,1,4,0,0,0,0,0,0,Rollerball,3,,,,,,,,,,,,,,,,,,
304,Retro 51,"Retro 1951, Inc",United States,4,1,1,4,1,0,0,0,0,0,Ballpoint,3,,,,,,,,,,,,,,,,,,
305,Retro 51,"Retro 1951, Inc",United States,4,1,1,6,0,0,0,0,1,0,Fountain,4,,,,,,,,,,,,,,,,,,
306,Retro 51,"Retro 1951, Inc",United States,4,1,1,"4,5,6",1,0,0,0,1,0,"Ballpoint, Fountain",3.4,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Retro 51,"Retro 1951, Inc",United States,4,1,1,5,0,0,0,0,0,0,Rollerball,3,,,,,,,,,,,,,,,,,,
309,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Parker,Newell Rubbermaid,United States,5,1,0,"5,7,8",1,0,0,0,1,0,"Fountain, ballpoint",4.5,,,,,,,,,,,,,,,,,,
314,Parker,Newell Rubbermaid,United States,5,1,0,3.4,0,0,0,0,1,0,"Rollerball, Fountain",2.3,,,,,,,,,,,,,,,,,,
315,Parker,Newell Rubbermaid,United States,5,1,0,2.3,1,0,0,0,1,0,"Ballpoint, Fountain",2,,,,,,,,,,,,,,,,,,
316,Parker,Newell Rubbermaid,United States,5,1,0,5.6,1,0,0,0,1,0,"Ballpoint, Fountain",3.4,,,,,,,,,,,,,,,,,,
317,Parker,Newell Rubbermaid,United States,5,1,0,6,1,0,0,0,1,0,"Ballpoint, Fountain, Rollerball",4,,,,,,,,,,,,,,,,,,
318,Parker,Newell Rubbermaid,United States,5,1,0,3,1,0,0,0,1,0,"Ballpoint,Fountain",2,,,,,,,,,,,,,,,,,,
319,Parker,Newell Rubbermaid,United States,5,1,0,2.3,0,0,0,0,1,0,"Fountain, Rollerball",2,,,,,,,,,,,,,,,,,,
320,Parker,Newell Rubbermaid,United States,5,1,0,6.7,1,0,0,0,1,0,"Fountain, Rollerball, Ballpoint",4,,,,,,,,,,,,,,,,,,
321,Edison,Edison Pen Co.,United States,4,1,1,6,0,0,0,0,1,0,Fountain,5,,,,,,,,,,,,,,,,,,
322,Edison,Edison Pen Co.,United States,4,1,1,6,0,0,0,0,1,0,Fountain,5,,,,,,,,,,,,,,,,,,
323,Edison,Edison Pen Co.,United States,4,1,1,6,0,0,0,0,1,0,Fountain,5,,,,,,,,,,,,,,,,,,
324,Edison,Edison Pen Co.,United States,4,1,1,6,0,0,0,0,1,0,Fountain,5,,,,,,,,,,,,,,,,,,
325,Edison,Edison Pen Co.,United States,4,1,1,6,0,0,0,0,1,0,Fountain,5,,,,,,,,,,,,,,,,,,
326,Schon DSGN,Schon DSGN LLC,United States,4,1,1,6.7,0,0,0,0,1,0,"fountain, rollerball",4,,,,,,,,,,,,,,,,,,
327,Schon DSGN,Schon DSGN LLC,United States,4,1,1,6.7,1,0,0,0,1,0,"Fountain, Rollerball, Ballpoint",4,,,,,,,,,,,,,,,,,,
328,Conklin,YafaBrands,United States,4,1,0,6,0,0,0,0,0,0,"Fountain,rollerball",4,,,,,,,,,,,,,,,,,,
329,Conklin,YafaBrands,United States,4,1,0,5.6,1,0,0,0,1,0,"Fountain, Rollerball, Ballpoint",4,,,,,,,,,,,,,,,,,,
330,Conklin,YafaBrands,United States,4,1,0,6,1,0,0,0,1,0,"Fountain, Rollerball, Ballpoint",4,,,,,,,,,,,,,,,,,,
331,Conklin,YafaBrands,United States,4,1,0,6,1,0,0,0,1,0,"Fountain, Rollerball, Ballpoint",4,,,,,,,,,,,,,,,,,,
332,Conklin,YafaBrands,United States,4,1,0,6,1,0,0,0,1,0,"Fountain, Rollerball, Ballpoint",4,,,,,,,,,,,,,,,,,,
333,Conklin,YafaBrands,United States,4,1,0,5,1,0,0,0,1,0,"Fountain, Rollerball, Ballpoint",4,,,,,,,,,,,,,,,,,,
334,Conklin,YafaBrands,United States,4,1,0,6,1,0,0,0,1,0,"Fountain, ballpoint",3,,,,,,,,,,,,,,,,,,
335,Conklin,YafaBrands,United States,4,1,0,4,1,0,0,0,1,0,"Fountain, ballpoint",3,,,,,,,,,,,,,,,,,,
336,Conklin,YafaBrands,United States,4,1,0,6.7,0,0,0,0,1,0,Fountain,4,,,,,,,,,,,,,,,,,,
337,Conklin,YafaBrands,United States,4,1,0,5.6,1,0,0,0,1,0,"Fountain, ballpoint",4,,,,,,,,,,,,,,,,,,
338,Conklin,YafaBrands,United States,,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
339,Papermate,Newell Custom Writing Instrtuments,United States,5,1,1,2,0,0,1,0,0,0,Gel,2,,,,,,,,,,,,,,,,,,
340,Papermate,Newell Custom Writing Instrtuments,United States,5,1,1,3,1,0,0,0,0,0,ballpoint,3,,,,,,,,,,,,,,,,,,
341,Parker,Newell Custom Writing Instrtuments,United States,5,1,1,3,1,0,0,0,0,0,ballpoint,3,,,,,,,,,,,,,,,,,,
342,Papermate,Newell Custom Writing Instrtuments,United States,5,1,1,2,0,0,0,0,0,1,fineliner,2,,,,,,,,,,,,,,,,,,
343,Sharpie,Newell Custom Writing Instrtuments,United States,5,1,1,2,0,0,0,1,0,0,marker,1,,,,,,,,,,,,,,,,,,
344,Parker,Newell Custom Writing Instrtuments,United States,5,1,1,4,0,0,0,0,1,0,Fountain,4,,,,,,,,,,,,,,,,,,
345,,Newell Custom Writing Instrtuments,United States,,1,1,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
346,"RevMark, Garland",Pen Company of America,United States,4,1,1,2,1,0,0,0,0,0,ballpoint,3,,,,,,,,,,,,,,,,,,
347,RevMark,Pen Company of America,United States,4,1,1,2,0,0,0,1,0,0,marker,2,,,,,,,,,,,,,,,,,,
348,Garland,Pen Company of America,United States,3,1,1,3,1,0,0,0,0,0,stylus,3,,,,,,,,,,,,,,,,,,
349,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
350,,Speedball Art Products,United States,3,1,1,2,0,1,0,0,0,0,Fountain,2.3,,,,,,,,,,,,,,,,,,
351,1911,Sailor Pen Company,Japan,5,1,0,"4,7",1,0,0,0,1,0,,4,,,,,,,,,,,,,,,,,,
352,Naginata,Sailor Pen Company,Japan,5,1,0,9,0,0,0,0,1,0,,5,,,,,,,,,,,,,,,,,,
353,Pro Gear,Sailor Pen Company,Japan,5,1,0,8,0,0,0,0,1,0,,4,,,,,,,,,,,,,,,,,,
354,Sakura,Sailor Pen Company,Japan,5,1,0,10,0,0,0,0,1,0,,5,,,,,,,,,,,,,,,,,,
355,Profit JR,Sailor Pen Company,Japan,5,1,0,4,0,0,0,0,1,0,,2,,,,,,,,,,,,,,,,,,
356,TUZU,Sailor Pen Company,Japan,5,1,0,4,0,0,0,0,1,0,,2,,,,,,,,,,,,,,,,,,
357,Maki-E,Sailor Pen Company,Japan,5,1,0,4,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,
